"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-02","6.71","0.01","0.0","80","89","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-03","8.50","1.43","0.0","76","84","70"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-04","6.93","0.00","0.0","75","85","70"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-05","7.61","0.00","0.0","76","86","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-06","6.26","0.00","0.0","78","86","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-07","4.25","0.00","0.0","79","88","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-08","2.91","0.00","0.0","78","89","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-09","3.58","0.05","0.0","80","88","73"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-10","4.25","0.00","0.0","81","91","74"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-11","5.82","0.00","0.0","78","88","73"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-12","5.37","0.44","0.0","80","91","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-13","3.80","0.00","0.0","81","92","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-14","4.25","0.04","0.0","83","94","73"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-15","6.71","0.00","0.0","78","87","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-16","8.50","0.75","0.0","77","84","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-17","12.08","2.86","0.0","74","79","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-18","2.01","0.00","0.0","79","92","70"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-19","5.82","0.00","0.0","81","91","74"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-20","8.05","0.00","0.0","78","89","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-21","7.61","0.00","0.0","79","85","74"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-22","8.95","0.62","0.0","79","87","74"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-23","5.82","0.00","0.0","81","92","74"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-24","3.13","0.00","0.0","85","93","77"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-25","4.92","0.26","0.0","85","92","73"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-26","4.70","0.00","0.0","78","89","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-27","7.61","0.00","0.0","82","90","74"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-28","8.05","0.00","0.0","79","87","75"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-29","7.38","0.00","0.0","81","89","76"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-30","6.04","0.15","0.0","80","86","73"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-08-31","12.97","0.34","0.0","75","79","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-01","11.41","0.00","0.0","76","86","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-02","6.49","0.00","0.0","77","86","70"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-03","6.71","0.00","0.0","75","82","66"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-04","2.91","0.00","0.0","73","84","64"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-05","4.47","0.00","0.0","74","86","61"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-06","5.82","0.00","0.0","77","85","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-07","4.70","0.17","0.0","76","85","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-08","6.04","0.00","0.0","76","84","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-09","10.29","0.00","0.0","76","84","66"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-10","5.82","0.00","0.0","72","83","61"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-11","4.47","0.00","0.0","74","84","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-12","2.46","0.00","0.0","74","85","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-13","4.70","0.00","0.0","78","88","68"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-14","3.13","0.00","0.0","79","87","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-15","5.82","0.44","0.0","75","79","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-16","8.95","0.46","0.0","71","77","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-17","6.04","0.00","0.0","73","77","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-18","6.04","0.07","0.0","77","84","73"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-19","6.93","0.96","0.0","76","81","72"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-20","10.07","0.94","0.0","73","74","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-21","5.82","0.45","0.0","75","85","71"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-22","8.50","0.11","0.0","72","77","59"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-23","11.63","0.00","0.0","63","73","53"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-24","5.82","0.00","0.0","64","76","53"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-25","4.92","0.00","0.0","67","78","57"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-26","4.92","0.00","0.0","69","81","57"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-27","2.46","0.00","0.0","71","83","60"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-28","4.03","0.00","0.0","73","84","63"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-29","6.93","0.00","0.0","74","85","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-09-30","2.91","0.00","0.0","74","83","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-01","4.70","0.00","0.0","75","85","66"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-02","5.37","0.00","0.0","74","81","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-03","5.37","0.51","0.0","72","78","68"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-04","4.92","0.30","0.0","70","78","68"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-05","7.83","1.66","0.0","68","71","66"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-06","9.17","0.19","0.0","71","76","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-07","5.14","0.33","0.0","72","78","70"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-08","6.93","0.00","0.0","74","83","69"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-09","6.26","0.00","0.0","73","83","66"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-10","5.59","0.00","0.0","72","82","63"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-11","6.71","0.00","0.0","71","79","64"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-12","4.47","0.00","0.0","70","79","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-13","2.01","0.00","0.0","72","83","63"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-14","2.46","0.00","0.0","73","83","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-15","4.92","0.00","0.0","73","85","64"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-16","12.97","0.00","0.0","69","71","53"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-17","9.84","0.00","0.0","57","68","47"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-18","4.70","0.00","0.0","59","73","49"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-19","3.13","0.00","0.0","61","76","50"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-20","2.68","0.00","0.0","64","77","53"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-21","5.82","0.02","0.0","67","77","59"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-22","8.72","0.18","0.0","67","75","57"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-23","5.82","0.00","0.0","61","75","50"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-24","4.70","0.00","0.0","63","78","52"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-25","7.61","0.00","0.0","68","80","59"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-26","14.76","0.00","0.0","61","67","51"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-27","5.82","0.00","0.0","57","73","46"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-28","9.62","0.24","0.0","58","61","55"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-29","8.28","0.05","0.0","55","58","51"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-30","9.84","0.04","0.0","53","58","52"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-10-31","11.18","0.00","0.0","56","63","51"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-01","5.59","0.00","0.0","57","71","46"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-02","8.05","0.00","0.0","58","70","48"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-03","9.84","0.00","0.0","52","60","43"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-04","10.51","0.09","0.0","49","50","46"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-05","11.18","0.00","0.0","47","55","43"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-06","10.96","0.00","0.0","50","59","44"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-07","7.38","0.00","0.0","51","67","39"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-08","4.70","0.00","0.0","57","74","42"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-09","2.24","0.00","0.0","60","78","45"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-10","3.80","0.00","0.0","62","76","50"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-11","8.05","0.70","0.0","62","74","54"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-12","6.04","0.00","0.0","59","68","48"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-13","9.84","0.00","0.0","51","56","38"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-14","8.95","0.00","0.0","45","60","35"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-15","7.61","0.00","0.0","51","62","41"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-16","5.37","0.00","0.0","56","73","45"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-17","3.58","0.00","0.0","60","74","48"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-18","8.05","0.00","0.0","62","75","46"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-19","9.62","0.00","0.0","50","63","37"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-20","11.86","0.00","0.0","48","58","37"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-21","6.49","0.00","0.0","52","65","44"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-22","12.75","0.36","0.0","57","61","40"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-23","8.50","0.00","0.0","43","54","32"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-24","4.47","0.00","0.0","44","59","33"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-25","5.82","0.16","0.0","49","67","36"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-26","14.32","0.01","0.0","51","56","38"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-27","7.38","0.00","0.0","45","63","35"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-28","8.05","0.00","0.0","49","57","41"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-29","11.63","0.00","0.0","46","55","37"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-11-30","5.59","0.00","0.0","48","66","35"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-01","5.82","0.00","0.0","55","69","45"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-02","8.28","0.00","0.0","59","74","49"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-03","5.82","0.00","0.0","61","77","50"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-04","3.80","0.00","0.0","60","70","52"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-05","3.58","0.00","0.0","59","65","54"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-06","7.83","0.37","0.0","59","64","45"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-07","7.16","0.00","0.0","46","52","36"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-08","6.93","0.65","0.0","48","54","42"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-09","7.61","0.01","0.0","46","55","39"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-10","6.71","0.43","0.0","50","57","47"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-11","10.29","0.46","0.0","62","75","49"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-12","7.61","0.00","0.0","49","58","36"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-13","2.91","0.00","0.0","48","62","38"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-14","3.13","0.00","0.0","50","69","37"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-15","8.05","0.00","0.0","51","60","41"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-16","5.14","0.00","0.0","56","67","51"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-17","3.58","0.00","0.0","60","67","56"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-18","5.59","0.80","0.0","64","68","62"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-19","11.86","0.05","0.0","57","63","40"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-20","11.18","0.00","0.0","42","46","40"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-21","8.95","0.17","0.0","41","43","40"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-22","12.97","0.00","0.0","45","55","39"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-23","5.37","0.00","0.0","45","61","34"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-24","6.04","0.00","0.0","50","66","37"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-25","10.96","0.00","0.0","60","69","53"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-26","5.37","0.00","0.0","66","75","58"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-27","6.93","0.00","0.0","64","70","59"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-28","8.05","0.00","0.0","67","75","62"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-29","9.17","0.28","0.0","68","74","65"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-30","5.82","2.85","0.0","66","70","61"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2021-12-31","3.80","0.01","0.0","63","71","57"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-01","11.86","0.06","0.0","71","78","68"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-02","9.40","1.33","0.0","67","73","51"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-03","17.90","0.18","0.0","43","51","31"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-04","7.61","0.00","0.0","38","51","30"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-05","5.59","0.00","0.0","48","59","42"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-06","10.51","0.05","0.0","49","63","37"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-07","10.07","0.00","0.0","36","41","28"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-08","9.62","0.00","0.0","37","52","30"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-09","8.28","0.49","0.0","48","65","43"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-10","14.54","0.00","0.0","47","53","35"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-11","6.26","0.00","0.0","40","51","30"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-12","3.13","0.00","0.0","42","56","32"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-13","8.95","0.00","0.0","47","62","38"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-14","8.50","0.00","0.0","47","56","39"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-15","10.51","0.17","0.0","44","47","40"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-16","16.78","0.75","0.3","38","40","34"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-17","14.99","0.00","0.0","36","37","33"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-18","5.59","0.00","0.0","39","56","30"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-19","5.59","0.00","0.0","47","62","35"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-20","11.86","0.31","0.0","49","53","32"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-21","8.95","0.01","0.0","34","38","31"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-22","5.82","0.00","0.0","36","45","30"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-23","8.28","0.00","0.0","36","54","26"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-24","7.61","0.00","0.0","44","60","33"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-25","6.93","0.00","0.0","52","60","43"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-26","10.51","0.00","0.0","42","52","30"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-27","7.16","0.00","0.0","40","54","33"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-28","9.62","0.02","0.2","43","52","31"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-29","13.20","0.00","0.0","32","38","26"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-30","8.28","0.00","0.0","37","58","26"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-01-31","5.14","0.00","0.0","47","59","36"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-01","9.17","0.00","0.0","47","60","34"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-02","12.30","0.08","0.0","50","58","44"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-03","9.62","1.21","0.0","54","67","46"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-04","12.53","1.21","0.0","56","65","34"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-05","11.86","0.00","0.0","36","46","29"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-06","10.51","0.00","0.0","39","51","31"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-07","7.61","0.00","0.0","46","50","42"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-08","8.50","0.00","0.0","45","55","35"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-09","6.71","0.00","0.0","47","62","33"
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","2022-02-10","6.26","0.00","0.0","53","68","40"
