"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-10","10.07","0.01","0.0","52","61","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-11","14.09","0.00","0.0","57","67","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-12","13.65","0.00","0.0","57","70","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-13","10.07","0.00","0.0","59","68","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-14","9.62","0.00","0.0","61","73","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-15","8.72","0.00","0.0","62","75","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-16","8.28","0.00","0.0","62","70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-17","8.28","0.00","0.0","62","73","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-18","11.41","0.00","0.0","65","79","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-19","8.72","0.00","0.0","72","86","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-20","7.16","0.00","0.0","64","72","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-21","8.50","0.00","0.0","61","75","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-22","9.62","0.00","0.0","73","94","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-23","16.11","0.00","0.0","82","92","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-24","11.86","0.00","0.0","66","68","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-25","14.99","0.00","0.0","61","68","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-26","11.18","0.07","0.0","66","75","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-27","13.20","0.04","0.0","75","85","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-28","15.21","1.08","0.0","64","70","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-29","17.90","0.86","0.0","49","52","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-30","12.75","0.94","0.0","49","52","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-05-31","8.95","0.00","0.0","56","71","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-01","10.29","0.00","0.0","62","76","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-02","8.05","0.00","0.0","63","70","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-03","6.93","0.23","0.0","62","71","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-04","7.61","0.39","0.0","65","75","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-05","10.51","0.00","0.0","72","87","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-06","10.29","0.00","0.0","78","87","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-07","6.93","0.00","0.0","73","81","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-08","6.71","0.57","0.0","72","85","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-09","8.28","0.00","0.0","78","91","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-10","13.87","0.00","0.0","76","81","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-11","8.28","0.00","0.0","65","71","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-12","7.61","0.00","0.0","66","69","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-13","9.62","0.00","0.0","65","72","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-14","10.74","0.06","0.0","66","71","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-15","11.63","0.07","0.0","72","83","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-16","13.65","0.00","0.0","71","78","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-17","10.07","0.00","0.0","69","77","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-18","12.97","0.00","0.0","69","79","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-19","11.63","0.05","0.0","74","89","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-20","10.51","0.00","0.0","73","83","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-21","14.54","0.00","0.0","74","81","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-22","11.86","0.20","0.0","71","81","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-23","11.41","0.00","0.0","65","76","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-24","8.28","0.00","0.0","67","75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-25","10.51","0.00","0.0","68","75","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-26","14.32","0.00","0.0","72","80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-27","14.54","0.00","0.0","75","82","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-28","12.53","0.00","0.0","77","87","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-29","11.63","0.00","0.0","80","90","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-06-30","12.08","0.00","0.0","81","91","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-01","6.93","0.54","0.0","77","88","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-02","9.62","0.38","0.0","73","77","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-03","9.40","1.10","0.0","64","67","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-04","6.26","0.00","0.0","67","77","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-05","9.62","0.00","0.0","73","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-06","13.42","0.39","0.0","78","87","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-07","9.40","0.00","0.0","78","89","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-08","7.61","0.32","0.0","77","81","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-09","13.42","0.99","0.0","76","86","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-10","7.38","0.00","0.0","75","80","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-11","9.17","0.00","0.0","73","79","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-12","8.28","0.06","0.0","77","86","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-13","8.50","0.00","0.0","72","77","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-14","5.82","0.01","0.0","75","86","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-15","8.28","0.00","0.0","79","87","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-16","9.40","0.00","0.0","81","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-17","8.95","0.28","0.0","81","87","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-18","13.42","0.02","0.0","78","85","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-19","8.28","0.00","0.0","76","82","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-20","8.50","0.00","0.0","78","86","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-21","7.38","0.89","0.0","77","85","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-22","9.62","0.00","0.0","74","83","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-23","6.93","0.09","0.0","76","84","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-24","8.50","0.00","0.0","74","82","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-25","13.20","0.46","0.0","74","80","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-26","5.82","0.00","0.0","79","90","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-27","8.50","0.00","0.0","79","88","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-28","9.40","0.09","0.0","76","83","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-29","13.42","0.28","0.0","74","78","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-30","17.00","0.00","0.0","76","86","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-31","10.29","0.00","0.0","70","76","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-01","9.17","0.04","0.0","71","77","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-02","11.41","0.00","0.0","72","82","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-03","5.37","0.00","0.0","72","80","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-04","6.26","0.00","0.0","71","76","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-05","9.84","0.00","0.0","72","81","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-06","10.74","0.00","0.0","75","84","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-07","9.62","0.00","0.0","76","83","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-08","10.51","0.56","0.0","71","74","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-09","8.05","0.04","0.0","72","78","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-10","9.17","0.67","0.0","74","81","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-11","9.62","0.00","0.0","78","85","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-12","9.62","0.00","0.0","81","89","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-13","9.40","0.00","0.0","84","91","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-14","10.51","0.00","0.0","83","91","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-15","8.28","0.00","0.0","77","82","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-16","6.93","0.00","0.0","74","81","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-17","9.62","0.00","0.0","75","81","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-18","10.96","0.00","0.0","76","83","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-19","17.00","0.03","0.0","80","88","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-20","7.16","0.00","0.0","80","83","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-21","6.71","2.13","0.0","76","82","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-22","12.30","2.26","0.0","74","76","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-23","13.87","0.73","0.0","76","87","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-24","7.16","0.00","0.0","81","91","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-25","6.49","0.00","0.0","80","89","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-26","9.40","0.00","0.0","81","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-27","6.71","0.03","0.0","82","93","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-28","12.30","0.89","0.0","74","80","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-29","6.26","0.00","0.0","70","77","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-30","8.28","0.00","0.0","75","83","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-31","6.71","0.00","0.0","79","87","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-01","12.75","2.56","0.0","74","78","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-02","17.22","0.21","0.0","70","78","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-03","8.50","0.00","0.0","67","77","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-04","9.62","0.00","0.0","69","78","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-05","11.86","0.00","0.0","70","74","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-06","10.96","0.00","0.0","75","84","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-07","9.17","0.00","0.0","73","80","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-08","16.78","0.00","0.0","74","80","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-09","5.37","0.37","0.0","72","74","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-10","15.21","0.00","0.0","70","76","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-11","8.95","0.00","0.0","69","76","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-12","14.54","0.00","0.0","73","82","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-13","10.51","0.18","0.0","78","87","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-14","6.93","0.00","0.0","73","78","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-15","12.08","0.00","0.0","75","81","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-16","10.07","0.00","0.0","74","80","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-17","9.62","0.00","0.0","73","78","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-18","7.83","0.00","0.0","76","86","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-19","10.29","0.00","0.0","73","79","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-20","7.16","0.00","0.0","68","76","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-21","8.72","0.03","0.0","68","77","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-22","12.75","0.00","0.0","74","80","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-23","17.22","0.66","0.0","76","81","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-24","9.17","0.45","0.0","67","74","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-25","4.92","0.00","0.0","67","76","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-26","14.09","0.00","0.0","68","74","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-27","14.09","0.00","0.0","69","80","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-28","10.96","0.09","0.0","69","76","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-29","10.51","0.00","0.0","64","72","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-30","9.17","0.00","0.0","62","67","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-01","8.28","0.00","0.0","60","70","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-02","10.74","0.00","0.0","64","75","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-03","8.05","0.00","0.0","67","77","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-04","7.83","0.02","0.0","69","73","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-05","7.61","0.00","0.0","63","66","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-06","5.82","0.00","0.0","65","72","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-07","5.82","0.00","0.0","67","75","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-08","6.04","0.00","0.0","67","77","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-09","14.54","0.00","0.0","65","72","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-10","13.87","0.10","0.0","65","69","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-11","13.20","0.00","0.0","66","75","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-12","5.59","0.00","0.0","65","72","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-13","5.37","0.00","0.0","64","69","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-14","7.61","0.00","0.0","70","80","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-15","6.49","0.00","0.0","69","77","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-16","17.00","0.16","0.0","70","75","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-17","15.21","0.00","0.0","60","65","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-18","17.00","0.00","0.0","55","64","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-19","14.54","0.00","0.0","56","68","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-20","12.53","0.00","0.0","65","79","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-21","11.41","0.00","0.0","65","73","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-22","11.41","0.00","0.0","65","71","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-23","9.17","0.14","0.0","57","62","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-24","7.38","0.01","0.0","54","62","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-25","11.41","0.02","0.0","65","73","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-26","13.65","3.24","0.0","63","66","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-27","18.34","0.15","0.0","58","61","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-28","7.61","0.00","0.0","54","58","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-29","18.79","0.38","0.0","53","59","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-30","11.18","0.03","0.0","59","66","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-31","12.97","0.11","0.0","60","66","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-01","12.30","0.00","0.0","58","62","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-02","8.50","0.01","0.0","52","56","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-03","9.84","0.00","0.0","47","56","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-04","6.49","0.00","0.0","45","53","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-05","8.28","0.00","0.0","46","53","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-06","5.37","0.00","0.0","45","55","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-07","6.04","0.00","0.0","45","55","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-08","7.83","0.00","0.0","53","66","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-09","5.37","0.00","0.0","55","69","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-10","9.17","0.00","0.0","58","67","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-11","10.29","0.00","0.0","51","62","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-12","15.43","0.21","0.0","62","66","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-13","13.87","0.14","0.0","52","64","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-14","13.42","0.02","0.0","43","48","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-15","15.43","0.00","0.0","44","50","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-16","12.53","0.00","0.0","43","50","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-17","8.05","0.00","0.0","46","57","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-18","12.30","0.06","0.0","56","64","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-19","17.45","0.06","0.0","48","50","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-20","7.83","0.00","0.0","41","48","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-21","8.72","0.00","0.0","48","56","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-22","15.21","0.04","0.0","51","55","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-23","18.12","0.00","0.0","38","44","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-24","12.30","0.00","0.0","37","46","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-25","8.72","0.00","0.0","44","54","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-26","16.55","0.13","0.0","46","49","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-27","18.34","0.00","0.0","38","41","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-28","5.14","0.00","0.0","36","42","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-29","13.42","0.00","0.0","40","45","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-30","9.84","0.00","0.0","36","43","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-01","9.17","0.00","0.0","44","50","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-02","13.87","0.03","0.0","50","56","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-03","17.67","0.00","0.0","48","49","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-04","6.71","0.00","0.0","41","47","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-05","7.83","0.00","0.0","43","51","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-06","17.45","0.54","0.0","52","58","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-07","10.96","0.00","0.0","44","45","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-08","7.16","0.07","0.0","39","42","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-09","10.51","0.00","0.0","36","40","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-10","6.71","0.00","0.0","43","50","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-11","16.33","0.16","0.0","49","59","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-12","16.11","0.00","0.0","49","57","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-13","15.21","0.00","0.0","45","52","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-14","8.95","0.00","0.0","47","54","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-15","9.17","0.00","0.0","44","54","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-16","10.96","0.00","0.0","54","61","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-17","10.96","0.00","0.0","55","61","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-18","7.16","0.06","0.0","45","49","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-19","16.55","0.02","0.0","42","47","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-20","10.29","0.00","0.0","30","36","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-21","7.16","0.00","0.0","36","43","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-22","16.11","0.11","0.0","42","49","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-23","11.86","0.00","0.0","34","38","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-24","6.71","0.01","0.2","34","41","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-25","6.04","0.16","0.0","40","53","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-26","19.24","0.00","0.0","48","53","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-27","7.16","0.03","0.0","37","39","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-28","7.16","0.06","0.0","41","47","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-29","6.49","0.35","0.0","43","45","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-30","5.59","0.09","0.0","45","50","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-31","6.93","0.01","0.0","48","52","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-01","6.26","1.22","0.0","50","53","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-02","10.74","0.03","0.0","53","59","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-03","18.12","0.00","0.0","34","39","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-04","10.29","0.00","0.0","25","33","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-05","10.29","0.29","0.0","36","46","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-06","11.18","0.00","0.0","39","41","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-07","18.12","0.31","6.2","32","35","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-08","13.20","0.00","0.0","25","31","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-09","15.21","0.12","0.0","34","41","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-10","18.12","0.00","0.0","34","41","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-11","14.54","0.00","0.0","21","25","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-12","13.20","0.00","0.0","28","41","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-13","4.03","0.00","0.0","38","49","28"
